-1.0634,627,1
-2.8296,1075,1
0.78713,1432,1
-2.5241,1482,1
-1.5672,44,0
1.1103,46,0
2.1439,62,0
-0.26409,182,0
0.7526,187,0
2.2368,213,0
0.73837,221,0
-2.1788,232,0
0.23902,277,0
-0.071033,331,0
0.8195,338,0
-1.1974,365,0
-1.267,394,0
-2.9656,396,0
1.8142,426,0
1.5523,437,0
-0.11021,450,0
-0.22977,465,0
-0.4973,466,0
1.8492,495,0
1.8392,540,0
-0.13441,547,0
0.061873,558,0
-0.2164,565,0
-0.83962,575,0
-0.78934,622,0
0.84027,734,0
0.58936,765,0
-2.4623,815,0
2.0103,816,0
0.32281,833,0
2.5957,882,0
1.8388,889,0
0.88354,960,0
2.5817,984,0
-1.2385,1039,0
0.50742,1049,0
-1.3586,1051,0
1.488,1059,0
0.16888,1103,0
-0.4577,1192,0
1.6139,1201,0
-0.8667,1221,0
1.0913,1241,0
0.86283,1257,0
-0.3265,1290,0
-2.6911,1305,0
-1.7457,1425,0
1.0321,1431,0
1.0938,1435,0
-1.5028,1448,0
1.2125,1500,0
1.057,1501,0
0.69308,1509,0
-0.60856,1553,0
0.75811,1665,0
-2.5987,1727,0
-1.1429,1763,0
1.0199,1764,0
-1.3041,1776,0
-0.44761,1779,0
-1.7579,1823,0
-1.1904,1878,0
-2.0837,1894,0
1.1547,1903,0
0.3632,1923,0
0.81557,1933,0
2.3545,2017,0
2.7498,2026,0
0.99067,2030,0
2.3378,2042,0
1.4695,2043,0
-1.3179,2047,0
-0.40278,2077,0
-0.84822,2085,0
0.49227,2098,0
-2.11,2110,0
0.018667,2124,0
-1.9747,2130,0
1.5425,2145,0
0.10544,2172,0
1.4714,2200,0
0.87411,2213,0
-2.6362,2264,0
-1.0673,2316,0
-1.3444,2317,0
-2.8252,2343,0
-0.76954,2351,0
0.8793,2362,0
